Name,Team,No,Position,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,ST,BS,TO,Time,Cluster
Zoran Ilic,HUN,43,RB,0,0,2,0,0,0,0,0,2,0,0,0,3,3,0,3,0,5,0,1,4,179.0,3
Daniel Dujshebaev Dovichebaeva,ESP,59,LB,0,0,1,0,0,0,0,1,2,0,1,0,0,2,0,0,0,5,2,2,1,92.0,3
Iso Sluijters,NED,11,RB,0,0,2,1,0,0,2,0,0,0,1,1,1,2,0,3,0,5,1,3,5,154.0,3
Henrik Møllgaard Jensen,DEN,21,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,122.0,3
Petros Kandylas,GRE,24,CB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,3,1,56.0,3
Mads Mensah Larsen,DEN,22,CB,0,0,3,1,0,0,1,0,0,0,0,0,0,3,0,2,0,6,1,1,3,90.0,3
Nikolaos Liapis,GRE,8,LP,0,0,5,3,0,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,2,74.0,3
Nemanja Grbovic,MNE,90,LP,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,67.0,3
Bart Ravensbergen,NED,1,GK,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,0,345.0,3
Matic Suholeznik,SLO,95,LP,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,5,117.0,3
Zharko Peshevski,MKD,33,LP,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,68.0,3
Justus Fischer,GER,14,LP,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,55.0,3
Gilberto Duarte,POR,5,LB,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,3,1,0,106.0,3
Michal Olejniczak,POL,5,CB,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,3,0,4,1,0,8,95.0,3
Alexandre Cavalcanti,POR,24,LB,0,0,1,2,0,0,0,1,0,0,0,0,4,2,0,7,0,10,4,1,6,223.0,3
Patrik Ligetvári,HUN,11,LB,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1,5,1,142.0,3
