,7mPGoals,7mPGoals,7mPGoals,7mPGoals,7mPGoals,7mPMissed,7mPMissed,7mPMissed,7mPMissed,7mPMissed,6mCGoals,6mCGoals,6mCGoals,6mCGoals,6mCGoals,6mCMissed,6mCMissed,6mCMissed,6mCMissed,6mCMissed,WingGoals,WingGoals,WingGoals,WingGoals,WingGoals,WingMissed,WingMissed,WingMissed,WingMissed,WingMissed,BTGoals,BTGoals,BTGoals,BTGoals,BTGoals,BTMissed,BTMissed,BTMissed,BTMissed,BTMissed,FBGoals,FBGoals,FBGoals,FBGoals,FBGoals,FBMissed,FBMissed,FBMissed,FBMissed,FBMissed,FTOGoals,FTOGoals,FTOGoals,FTOGoals,FTOGoals,FTOMissed,FTOMissed,FTOMissed,FTOMissed,FTOMissed,9mGoals,9mGoals,9mGoals,9mGoals,9mGoals,9mMissed,9mMissed,9mMissed,9mMissed,9mMissed,RC,RC,RC,RC,RC,2M,2M,2M,2M,2M,2+2,2+2,2+2,2+2,2+2,AS,AS,AS,AS,AS,ST,ST,ST,ST,ST,BS,BS,BS,BS,BS,TO,TO,TO,TO,TO,Time,Time,Time,Time,Time
,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max
Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.14418604651162792,0.9631777442892409,0.0,0,11,0.05581395348837209,0.3005464847973048,0.0,0,3,0.7627906976744186,1.8379467485159495,0.0,0,15,0.3488372093023256,0.8112445996603964,0.0,0,4,0.3581395348837209,0.8950101962922391,0.0,0,4,0.3023255813953488,0.8948159034002737,0.0,0,5,0.15813953488372093,0.5052215939008426,0.0,0,4,0.04186046511627907,0.20073760961930007,0.0,0,1,0.23255813953488372,0.6640715992223416,0.0,0,5,0.06046511627906977,0.27525649455758755,0.0,0,2,0.20930232558139536,0.7660476161624755,0.0,0,8,0.14418604651162792,0.4016917062962516,0.0,0,2,0.23255813953488372,0.7374244552572661,0.0,0,5,0.3767441860465116,0.8273471876019538,0.0,0,3,0.0,0.0,0.0,0,0,0.3209302325581395,0.7452523061236754,0.0,0,4,0.0,0.0,0.0,0,0,0.9209302325581395,1.4300771398602525,0.0,0,7,0.25116279069767444,0.6355408665078287,0.0,0,4,0.16744186046511628,0.5381349456547496,0.0,0,3,0.627906976744186,0.976912354469726,0.0,0,6,68.43255813953489,70.18962207594268,54.0,0.0,421.0
1,2.5,3.5831145219514484,0.0,0,11,0.5,0.842423539174232,0.0,0,3,1.625,1.128801819801464,2.0,0,4,0.875,1.0701220913160239,0.5,0,4,6.4375,3.6450363952340235,7.0,0,14,3.25,2.2288431832418967,3.0,0,9,0.03125,0.1767766952966369,0.0,0,1,0.03125,0.17677669529663687,0.0,0,1,2.875,1.913449848462364,2.5,0,9,0.65625,0.7873751821205408,0.5,0,3,1.3125,2.0546956449918286,1.0,0,10,1.21875,1.3376526141450298,1.0,0,5,0.28125,0.6342063874918669,0.0,0,2,0.3125,1.1198358174592007,0.0,0,6,0.0,0.0,0.0,0,0,0.90625,1.2010580013390881,0.0,0,4,0.0,0.0,0.0,0,0,1.625,2.0595959516057922,1.0,0,10,1.96875,1.7502879947357604,1.0,0,6,0.1875,0.4709290748598849,0.0,0,2,1.59375,1.291644987677941,1.5,0,5,215.15625,75.78582273367067,230.0,64.0,335.0
2,0.5882352941176471,1.6351748504193215,0.0,0,7,0.2647058823529412,0.6183469424008424,0.0,0,2,5.0,3.4465617474213164,4.5,1,14,3.1176470588235294,2.1986870170468737,3.0,0,10,0.20588235294117646,0.5918339122415547,0.0,0,3,0.08823529411764706,0.3788057036804223,0.0,0,2,5.529411764705882,2.5254497843336203,5.5,1,11,1.3823529411764706,0.985184366143778,1.0,0,3,1.2647058823529411,1.6201164105090449,1.0,0,7,0.14705882352941177,0.359490627953571,0.0,0,1,0.5588235294117647,1.1062132095053536,0.0,0,5,0.4411764705882353,0.6601733689004333,0.0,0,2,8.794117647058824,5.11551064878776,8.0,2,25,11.735294117647058,5.384088924529115,10.5,2,27,0.0,0.0,0.0,0,0,1.5,1.6742252844316692,1.0,0,6,0.0,0.0,0.0,0,0,15.970588235294118,6.3745958594068135,15.0,7,34,1.6176470588235294,1.4977701786393633,1.0,0,5,0.8823529411764706,1.4722628611303807,0.0,0,5,9.411764705882353,3.644153865783449,9.0,4,21,223.1764705882353,65.01956376364163,219.5,111.0,396.0
3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,7.5,3.295017884191656,6.5,4,13,3.25,1.9820624179302297,3.5,1,7,0.125,0.3535533905932738,0.0,0,1,0.125,0.3535533905932738,0.0,0,1,9.125,2.7998724460742337,7.5,7,14,4.75,1.9086270308410558,4.5,3,8,4.0,3.854496446637726,3.5,1,13,0.5,0.5345224838248488,0.5,0,1,3.625,3.2923070504261465,3.0,0,9,2.875,2.6958963523950885,2.0,0,8,13.75,8.598172563316663,14.5,0,30,12.375,7.269063606427289,15.0,0,22,0.0,0.0,0.0,0,0,1.5,1.4142135623730951,1.0,1,5,0.0,0.0,0.0,0,0,35.25,9.331207240835912,35.5,21,53,3.875,1.6420805617960927,4.5,2,6,3.375,5.705573715987852,1.5,0,17,15.375,3.3779748793788102,16.0,11,19,352.0,45.23588967054495,344.0,305.0,434.0
4,0.5833333333333334,2.0207259421636903,0.0,0,7,0.08333333333333333,0.28867513459481287,0.0,0,1,2.9166666666666665,4.166060561977059,1.0,0,14,1.5,1.9306145983268455,1.0,0,6,0.08333333333333333,0.28867513459481287,0.0,0,1,0.25,0.8660254037844386,0.0,0,3,0.25,0.621581560508061,0.0,0,2,0.08333333333333333,0.28867513459481287,0.0,0,1,0.5833333333333334,0.9962049198956219,0.0,0,3,0.08333333333333333,0.28867513459481287,0.0,0,1,0.0,0.0,0.0,0,0,0.16666666666666666,0.5773502691896257,0.0,0,2,1.5,3.089571903266623,0.0,0,10,1.5,3.4509550720186013,0.0,0,12,1.0,0.0,1.0,1,1,2.9166666666666665,2.4293034292807376,2.5,0,8,0.0,0.0,0.0,0,0,3.5,5.107926104683689,2.0,0,19,0.8333333333333334,1.1146408580454255,0.5,0,3,1.75,2.7675062617979584,0.5,0,9,3.0,4.5924839782963955,1.5,0,16,125.08333333333333,68.98413300216656,105.0,19.0,238.0
5,10.75,6.777062153217383,8.5,4,26,4.25,1.5811388300841898,3.5,3,7,5.375,4.438065859293728,4.0,1,13,2.0,2.0,1.5,0,6,0.0,0.0,0.0,0,0,0.125,0.3535533905932738,0.0,0,1,5.125,3.758324094593227,5.5,1,10,1.625,1.1877349391654208,1.5,0,4,0.875,1.6420805617960927,0.0,0,4,0.25,0.4629100498862757,0.0,0,1,1.625,1.1877349391654208,2.0,0,3,1.75,1.2817398889233114,2.0,0,3,7.25,5.035587637718447,5.0,2,17,12.125,6.998724373565718,9.5,3,24,0.0,0.0,0.0,0,0,0.75,0.8864052604279183,0.5,0,2,0.0,0.0,0.0,0,0,15.5,9.227288721117224,13.5,3,33,1.25,1.0350983390135313,1.0,0,3,0.125,0.3535533905932738,0.0,0,1,9.75,5.70087712549569,7.5,4,19,188.625,85.42153876929568,194.5,72.0,331.0
6,0.4,1.0271672034134052,0.0,0,4,0.24285714285714285,0.6468589498763982,0.0,0,3,1.4857142857142858,1.6128367046991594,1.0,0,8,1.0714285714285714,1.2432009709794738,1.0,0,6,0.08571428571428572,0.3707750262393838,0.0,0,2,0.05714285714285714,0.23379132809659062,0.0,0,1,1.8285714285714285,1.8956198830991482,1.0,0,8,0.8714285714285714,0.9619037369570007,1.0,0,3,0.4,0.5995167135744195,0.0,0,2,0.08571428571428572,0.3707750262393838,0.0,0,2,0.2571428571428571,0.5819934330451336,0.0,0,3,0.24285714285714285,0.5229712848745259,0.0,0,2,3.8285714285714287,2.659254709644423,3.5,0,10,5.485714285714286,3.881367072561789,4.0,0,16,0.0,0.0,0.0,0,0,0.6142857142857143,0.856227945115002,0.0,0,3,0.0,0.0,0.0,0,0,5.957142857142857,4.016039271293476,5.0,0,19,0.6142857142857143,1.025654363665462,0.0,0,6,0.2571428571428571,0.6063842538803571,0.0,0,3,4.857142857142857,2.793811558207591,4.0,0,13,92.65714285714286,40.181791865414965,88.0,26.0,237.0
7,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,26.5,9.146948489341495,27.0,15,37,8.0,2.581988897471611,8.0,5,11,0.25,0.5,0.0,0,1,0.0,0.0,0.0,0,0,0.5,1.0,0.0,0,2,0.0,0.0,0.0,0,0,2.0,2.449489742783178,1.5,0,5,0.5,1.0,0.0,0,2,2.5,2.0816659994661326,2.5,0,5,3.0,2.581988897471611,3.0,0,6,0.25,0.5,0.0,0,1,0.5,0.5773502691896257,0.5,0,1,1.0,0.816496580927726,1.0,0,2,5.75,2.217355782608345,6.0,3,8,0.0,0.0,0.0,0,0,9.25,3.3040379335998353,9.0,6,13,4.0,3.7416573867739413,3.5,0,9,3.75,2.217355782608345,4.0,1,6,4.75,2.6299556396765835,5.0,2,7,319.25,82.1274416176875,305.0,248.0,419.0
