,7mPGoals,7mPGoals,7mPGoals,7mPGoals,7mPGoals,7mPMissed,7mPMissed,7mPMissed,7mPMissed,7mPMissed,6mCGoals,6mCGoals,6mCGoals,6mCGoals,6mCGoals,6mCMissed,6mCMissed,6mCMissed,6mCMissed,6mCMissed,WingGoals,WingGoals,WingGoals,WingGoals,WingGoals,WingMissed,WingMissed,WingMissed,WingMissed,WingMissed,BTGoals,BTGoals,BTGoals,BTGoals,BTGoals,BTMissed,BTMissed,BTMissed,BTMissed,BTMissed,FBGoals,FBGoals,FBGoals,FBGoals,FBGoals,FBMissed,FBMissed,FBMissed,FBMissed,FBMissed,FTOGoals,FTOGoals,FTOGoals,FTOGoals,FTOGoals,FTOMissed,FTOMissed,FTOMissed,FTOMissed,FTOMissed,9mGoals,9mGoals,9mGoals,9mGoals,9mGoals,9mMissed,9mMissed,9mMissed,9mMissed,9mMissed,RC,RC,RC,RC,RC,2M,2M,2M,2M,2M,2+2,2+2,2+2,2+2,2+2,AS,AS,AS,AS,AS,ST,ST,ST,ST,ST,BS,BS,BS,BS,BS,TO,TO,TO,TO,TO,Time,Time,Time,Time,Time
,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max,mean,std,median,min,max
Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.7619047619047619,2.8672707067019254,0.0,0,26,0.226890756302521,0.8289390958020654,0.0,0,9,1.4145658263305323,2.805814717600405,0.0,0,21,0.6330532212885154,1.107849891452357,0.0,0,7,1.2016806722689075,2.9686938600707893,0.0,0,17,0.7619047619047619,1.920295144070939,0.0,0,12,0.45938375350140054,1.1350655384059911,0.0,0,8,0.20728291316526612,0.5625510324560186,0.0,0,3,0.7366946778711485,1.6585235241358638,0.0,0,12,0.15406162464985995,0.45754170511776554,0.0,0,3,0.3473389355742297,0.9814715676833303,0.0,0,10,0.26330532212885155,0.5835991094591244,0.0,0,4,0.9159663865546218,1.914961048975065,0.0,0,10,1.2941176470588236,2.6574665044126795,0.0,0,16,0.025210084033613446,0.1569826910563234,0.0,0,1,0.6666666666666666,1.214765586733346,0.0,0,8,0.0,0.0,0.0,0,0,2.0140056022408963,2.854589234302851,1.0,0,19,0.5210084033613446,0.9614660460954161,0.0,0,6,0.31092436974789917,0.8939361811390064,0.0,0,8,1.680672268907563,2.229523957008513,1.0,0,13,97.2296918767507,83.26185790074933,74.0,0.0,421.0
1,1.1428571428571428,2.8196295074009656,0.0,0,14,0.5857142857142857,1.4495662234009334,0.0,0,7,7.828571428571428,7.422979261591159,5.0,1,37,3.6714285714285713,2.6469639626299597,3.0,0,11,0.3,1.0404848368199189,0.0,0,7,0.15714285714285714,0.580747002355881,0.0,0,3,4.457142857142857,3.6422867251208713,5.0,0,14,1.457142857142857,1.665382528070747,1.0,0,8,1.6571428571428573,2.1188301002649603,1.0,0,13,0.2857142857142857,0.5683144960843665,0.0,0,3,1.2,1.9678576595160386,0.0,0,9,1.0857142857142856,1.6658797314041327,0.0,0,8,7.185714285714286,6.364058629210203,5.5,0,30,9.157142857142857,6.942070263582291,9.0,0,27,0.1,0.3468282789399731,0.0,0,2,2.2142857142857144,2.2515235237620392,1.0,0,8,0.0,0.0,0.0,0,0,15.614285714285714,10.417784205063532,13.0,2,53,2.1714285714285713,1.9558268837429968,2.0,0,9,1.7857142857142858,2.827878075507834,1.0,0,17,8.742857142857142,5.017897574308646,8.0,1,21,248.32857142857142,81.41123403385501,238.5,95.0,467.0
